-119.856475,34.919355
-106.281630,36.249233
-107.491520,33.072773
-79.524544,43.257365
-113.206589,35.824670
-80.372258,35.713235
-77.228557,44.317926
-66.176810,42.023149
-101.084479,40.732215
-109.511646,36.744310
-65.646111,41.047279
-75.680856,33.375588
-102.836287,32.952744
-67.699834,43.945765
-76.477514,44.962360
-116.398363,32.484043
-82.248328,48.509164
-107.311226,47.957700
-118.867077,43.026956
-67.015130,37.075567
-71.551246,46.005394
-105.285457,33.015258
-116.175495,34.970177
-75.525955,46.846273
-107.270176,46.008628
-74.185642,46.943928
-108.680108,43.366880
-76.972721,36.052715
-87.201632,31.976235
-120.504981,45.990107
-115.986391,46.091604
-78.650885,37.613493
-75.142356,33.824345
-91.542687,35.830091
-86.167871,31.926556
-109.824376,33.883463
-65.996863,37.122699
-113.542476,45.152004
-83.937363,47.642383
-122.687231,33.142151
-102.799674,42.558567
-102.350201,48.490998
-113.150403,32.256862
-71.899189,35.976591
-69.305085,38.116562
-86.074844,38.609681
-70.394985,35.219731
-80.370938,42.809751
-74.287399,47.416570
-95.237460,43.413972
-118.945278,42.400281
-101.075447,43.935535
-104.985820,37.923434
-101.612517,46.511820
-113.104323,33.758909
-81.776064,35.257799
-101.589284,35.970309
-89.119874,40.388376
-77.718739,32.298976
-81.061453,42.640997
-94.022258,33.139215
-78.331946,35.339080
-121.082357,31.054225
-113.182543,31.226992
-89.832890,47.347959
-102.879558,36.501792
-94.000955,47.580419
-95.790359,40.569869
-88.022870,40.609013
-72.635355,38.996351
-124.510092,32.770808
-109.294366,39.676606
-108.578687,48.069998
-80.737383,44.872197
-115.128948,43.209260
-95.900821,41.673765
-90.902175,31.602596
-107.682172,36.672097
-107.971626,47.013973
-90.138504,31.656865
-67.792184,31.665425
-113.107685,32.207196
-120.683107,41.750634
-96.992093,46.195650
-78.136162,34.958514
-119.234498,32.799112
-93.395240,43.579169
-74.113854,31.479765
-83.999355,43.645495
-88.096011,46.378317
-111.318224,33.540751
-93.667965,47.841096
-112.069535,46.919404
-92.457397,44.812520
-101.107159,36.425842
-71.465067,41.662912
-109.114707,34.154139
-106.402418,47.618357
-105.508631,35.717719
-106.309957,44.569368
-105.107356,48.048971
-73.644134,36.727125
-113.636441,38.605965
-86.135828,40.098928
-75.303155,31.463975
-91.860279,36.808495
-91.679832,37.722967
-101.162652,34.404050
-112.894741,38.054367
-109.335550,31.897645
-87.360139,47.624621
-118.298777,34.097330
-89.533527,31.427896
-104.908363,44.144264
-86.070495,42.374312
-71.816910,43.266672
-68.270014,31.558616
-120.847808,34.731376
-95.675671,37.991766
-85.062297,40.938580
-95.560965,44.761795
-84.378332,41.177101
-97.869188,44.934203
-74.276037,44.617607
-87.346103,47.940819
-123.945981,33.674420
-68.554474,47.690703
-66.625490,46.431048
-85.263148,39.606757
-73.151748,45.061613
-114.405319,47.721591
-74.244003,32.645247
-73.350800,43.103672
-94.757389,45.085283
-107.922789,47.581813
-114.542958,45.765997
-89.357706,38.369867
-86.699905,35.503435
-122.845522,48.793268
-122.474450,47.078912
-82.214471,34.788719
-120.353604,44.298375
-98.637074,41.190422
-87.776975,43.780561
-79.608428,39.424325
-120.564952,40.403918
-93.979583,31.175562
-67.215686,46.263578
-88.609947,41.521689
-98.333745,33.867451
-103.414414,48.662362
-113.726545,47.947074
-78.422773,44.889265
-69.764501,48.644665
-110.886662,31.197294
-92.067897,45.355241
-87.943286,47.683866
-119.243388,41.051196
-71.890445,33.643823
-102.548343,47.441965
-91.355965,43.796466
-85.184540,44.180425
-117.745853,42.004728
-67.549056,43.040840
-107.079889,41.363144
-68.953306,40.641483
-70.312055,32.151989
-66.211141,35.340125
-74.538477,42.526944
-117.483364,32.677073
-86.251303,35.730834
-66.940968,38.975955
-115.280592,47.871920
-125.092662,39.538711
-108.852725,33.950143
-98.049089,42.537852
-116.211889,32.666627
